gender,age_group,region,zona,race,education,income,ideology,party,religion,interest_politics,presidential_vote,abortion_opinion
Woman,Senior Adult,California,Urban,Non-White,Medium,Middle Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Rural,Non-White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,Louisiana,Rural,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Texas,Urban,White,Medium,Middle Income,None,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Wisconsin,Urban,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always illegal
Man,Adult,Alabama,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Wisconsin,Urban,White,Low,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,High,High Income,Left,Democrat,Religious,,Joe Biden,Always legal
Man,Adult,Illinois,Urban,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,California,Rural,White,Medium,Low Income,Center,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Kansas,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,Pennsylvania,Rural,White,High,High Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Man,Adult,California,Rural,White,High,,Left,Independent,Religious,Very interested,Donald Trump,Always legal
Woman,Senior Adult,Ohio,Rural,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Florida,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Georgia,Rural,White,High,High Income,Right,Republican,Not Religious,Very interested,Donald Trump,Always legal
Man,Senior Adult,Pennsylvania,Rural,White,High,High Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Utah,Urban,White,Medium,Low Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Michigan,Urban,Non-White,Medium,Middle Income,Center,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,North Carolina,Rural,Non-White,High,High Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Oklahoma,Rural,White,High,Low Income,Right,Republican,Not Religious,Very interested,Donald Trump,Always illegal
Man,Senior Adult,Illinois,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Michigan,Rural,White,Low,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Tennessee,Rural,Non-White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Minnesota,Rural,White,High,,Left,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Florida,Rural,Non-White,Medium,Middle Income,Center,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Arizona,Rural,White,Medium,Low Income,Right,Democrat,Not Religious,Not very interested,Donald Trump,Always illegal
Man,Senior Adult,Wisconsin,Urban,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,South Carolina,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Michigan,Urban,White,High,Middle Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,California,Rural,Non-White,High,Low Income,Center,Independent,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,New York,Urban,White,High,High Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Man,Senior Adult,Ohio,Rural,Non-White,High,High Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Ohio,Rural,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Indiana,Rural,White,High,High Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Missouri,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Indiana,Urban,White,Medium,Middle Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always illegal
Man,Senior Adult,Oklahoma,Urban,White,Medium,Low Income,Center,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Michigan,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Nebraska,Rural,Non-White,High,High Income,Left,Independent,Not Religious,Very interested,Jo Jorgensen,Always legal
Woman,Senior Adult,California,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Pennsylvania,Rural,White,Medium,Low Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Louisiana,Urban,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Massachusetts,Rural,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always legal
Woman,Adult,Minnesota,Rural,White,High,Middle Income,Center,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Wisconsin,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Texas,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,New York,Urban,White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Indiana,Rural,White,High,High Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,New York,Rural,White,High,High Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Iowa,Urban,White,Medium,,Left,Independent,,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,Florida,Rural,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Ohio,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,New York,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Hawaii,Rural,Non-White,High,High Income,Left,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Minnesota,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,New York,Rural,White,Medium,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Ohio,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Arkansas,Urban,White,Medium,Low Income,Left,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,Tennessee,Rural,Non-White,High,High Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Washington,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Michigan,Urban,White,Medium,High Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Illinois,Rural,Non-White,High,Middle Income,Center,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,New York,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Georgia,Urban,Non-White,High,Low Income,None,Independent,Not Religious,Somewhat interested,Other,Legal only in specific cases
Woman,Senior Adult,Wisconsin,Rural,White,Medium,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,California,Rural,White,High,Middle Income,Center,Republican,Not Religious,Not very interested,Joe Biden,Always legal
Man,Adult,California,Rural,White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Tennessee,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,Illinois,Rural,Non-White,Medium,Low Income,None,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Arkansas,Rural,Non-White,Medium,Middle Income,Left,Democrat,Religious,Not at all interested,Joe Biden,Legal only in specific cases
Woman,Adult,New York,Rural,White,High,Middle Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Georgia,Urban,White,High,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,North Carolina,Urban,Non-White,Medium,,None,Independent,Not Religious,Not very interested,Other,Always legal
Woman,Adult,Pennsylvania,Urban,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Ohio,Urban,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Ohio,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Arkansas,Urban,White,Medium,Middle Income,None,Republican,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Pennsylvania,Rural,White,Medium,Low Income,Center,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Illinois,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Washington,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Rural,White,Medium,High Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Florida,Rural,Non-White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,New York,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,California,Urban,Non-White,High,Middle Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Pennsylvania,,White,High,Middle Income,Left,Democrat,Religious,,Joe Biden,Always legal
Woman,Senior Adult,Ohio,Urban,White,High,High Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Michigan,Urban,White,Medium,,None,Democrat,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Ohio,Urban,White,Medium,High Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Ohio,Urban,Non-White,Medium,High Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,Texas,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Iowa,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Indiana,Rural,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Virginia,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Georgia,Rural,Non-White,Medium,Middle Income,None,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,California,Rural,White,Medium,Middle Income,Center,Independent,Not Religious,Very interested,Jo Jorgensen,Always legal
Woman,Senior Adult,New Jersey,Rural,White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Washington,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Wisconsin,Rural,White,High,High Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Texas,Rural,Non-White,High,Middle Income,Right,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Massachusetts,Rural,White,High,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Mississippi,Urban,White,Medium,Low Income,None,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,New Jersey,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,New Mexico,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Illinois,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Young Adult,Wisconsin,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Connecticut,Urban,White,High,,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Florida,Urban,White,Medium,Low Income,None,Independent,Not Religious,Not very interested,Donald Trump,Always illegal
Man,Senior Adult,Texas,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Texas,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Senior Adult,,Rural,Non-White,High,High Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,New Jersey,Urban,Non-White,High,High Income,Right,Independent,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Missouri,Rural,White,High,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
